error_model,detection_outcome,avg_err,diff_vals_count
RANDOM_VALUE,TRUE_POSITIVE,8.34593367314421902697e+50,1
RANDOM_VALUE,TRUE_POSITIVE,9.19937141319854835123e+107,16777216
RANDOM_VALUE,TRUE_POSITIVE,4.26024684372041458243e-04,16384
RANDOM_VALUE,TRUE_POSITIVE,6.79866345555209598118e-06,2097152
RANDOM_VALUE,TRUE_POSITIVE,2.16563781341678439115e+46,8192
RANDOM_VALUE,TRUE_POSITIVE,1.15972681844845961616e+232,64
RANDOM_VALUE,TRUE_POSITIVE,5.07392429536862242099e+182,2097152
RANDOM_VALUE,TRUE_POSITIVE,7.90750465934155316054e+265,16777216
RANDOM_VALUE,TRUE_POSITIVE,6.25332227500040305213e-03,8
RANDOM_VALUE,TRUE_POSITIVE,1.54625462658924129320e-05,11744248
RANDOM_VALUE,TRUE_POSITIVE,1.81543227675543936000e+17,1048576
RANDOM_VALUE,TRUE_POSITIVE,2.72175969090788227867e-02,2
RANDOM_VALUE,TRUE_POSITIVE,6.45588322680393174357e-05,524288
RANDOM_VALUE,TRUE_POSITIVE,1.12786166610294107630e-05,16777216
RANDOM_VALUE,TRUE_POSITIVE,3.20299439815719444404e+134,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.31210409703645913877e+201,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.72495292081077771792e+240,16777216
RANDOM_VALUE,TRUE_POSITIVE,3.13111568987844716727e+25,16777216
RANDOM_VALUE,TRUE_POSITIVE,4.85370164837798617782e-07,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.01566014994653680548e-03,16
RANDOM_VALUE,TRUE_POSITIVE,3.58854607722409171476e+33,16777216
RANDOM_VALUE,TRUE_POSITIVE,9.15957221909339942248e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,5.34081750066896403215e+244,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.81456692167124454746e+194,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.58768765909248654809e-05,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.81931593570795908485e+253,16777216
RANDOM_VALUE,TRUE_POSITIVE,7.93033334436137422044e-08,6364947
RANDOM_VALUE,TRUE_POSITIVE,3.42100666801167348041e+42,256
RANDOM_VALUE,TRUE_POSITIVE,4.31106836223851819234e-03,4
RANDOM_VALUE,TRUE_POSITIVE,5.04022018636184884452e+24,8388608
RANDOM_VALUE,TRUE_POSITIVE,2.09107779087512244750e+241,16777216
RANDOM_VALUE,TRUE_POSITIVE,7.77826558414178676696e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.38994558292783030616e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,5.27020845175478225829e-08,7290251
RANDOM_VALUE,TRUE_POSITIVE,4.79941488076456956993e+152,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.88663216486459624330e-05,5950427
RANDOM_VALUE,TRUE_POSITIVE,9.00209251033386257529e-04,512
RANDOM_VALUE,TRUE_POSITIVE,9.25714601867655290809e+246,16777216
RANDOM_VALUE,TRUE_POSITIVE,7.08474900383218800787e+24,4194304
RANDOM_VALUE,TRUE_POSITIVE,1.20137449680991264900e-06,7799514
RANDOM_VALUE,TRUE_POSITIVE,7.75029298079690520819e-07,10758923
RANDOM_VALUE,TRUE_POSITIVE,2.07774606363705418691e-08,8109785
RANDOM_VALUE,TRUE_POSITIVE,4.70355104897181654241e+157,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.46107802776217077234e-01,14151103
RANDOM_VALUE,TRUE_POSITIVE,1.98206139741411797316e+98,16777216
RANDOM_VALUE,TRUE_POSITIVE,5.61446521144728030056e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.84799107479229778187e-07,7783078
RANDOM_VALUE,TRUE_POSITIVE,1.02762554215802946354e-04,16777216
RANDOM_VALUE,TRUE_POSITIVE,4.39576711387666250380e+72,16
RANDOM_VALUE,TRUE_POSITIVE,1.50834495679614615274e+56,16777216
RANDOM_VALUE,TRUE_POSITIVE,7.15203010648711462070e-05,8192
RANDOM_VALUE,TRUE_POSITIVE,8.53012138549491186331e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,4.33699634862388244683e-03,32
RANDOM_VALUE,TRUE_POSITIVE,5.47717690434045277590e+35,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,1
RANDOM_VALUE,TRUE_POSITIVE,1.87240786097487953617e-07,8567719
RANDOM_VALUE,TRUE_POSITIVE,1.80507237804169376748e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,3.06493582942912680123e-08,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.02281577306415185556e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.02185926530138492137e-05,9713075
RANDOM_VALUE,TRUE_POSITIVE,3.34953400266044335777e+294,1
RANDOM_VALUE,TRUE_POSITIVE,8.31777831985728461630e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.95940263009001063036e+159,16777216
RANDOM_VALUE,TRUE_POSITIVE,3.78047084145150038087e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.02995792203291126603e+249,512
RANDOM_VALUE,TRUE_POSITIVE,2.33410770638318982931e+168,16777216
RANDOM_VALUE,TRUE_POSITIVE,,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.01380940186559310469e+247,512
RANDOM_VALUE,TRUE_POSITIVE,4.69585457256240086174e+284,32768
RANDOM_VALUE,TRUE_POSITIVE,1.39625010429516448098e-05,524288
RANDOM_VALUE,TRUE_POSITIVE,7.53112654615056366930e+63,4
RANDOM_VALUE,TRUE_POSITIVE,2.76266028964929895122e-05,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.09472727938435714867e+267,16777216
RANDOM_VALUE,TRUE_POSITIVE,3.12263916283021081250e-06,7202526
RANDOM_VALUE,TRUE_POSITIVE,1.59841681989212465349e+57,16777216
RANDOM_VALUE,TRUE_POSITIVE,8.37507656714173278815e+68,2097152
RANDOM_VALUE,TRUE_POSITIVE,6.35472474737787715558e+288,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.36577751341117635065e-04,8192
RANDOM_VALUE,TRUE_POSITIVE,1.86087293953418466492e-05,8273252
RANDOM_VALUE,TRUE_POSITIVE,9.87426066502127686283e-05,8192
RANDOM_VALUE,TRUE_POSITIVE,1.85747917380055535302e+202,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.50749970146260015857e+141,4194304
RANDOM_VALUE,TRUE_POSITIVE,7.50414422200920571904e+22,16777216
RANDOM_VALUE,TRUE_POSITIVE,4.58458950051494872085e+102,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.49763649883973787302e-03,64
RANDOM_VALUE,TRUE_POSITIVE,2.18457197510491075000e+15,65536
RANDOM_VALUE,TRUE_POSITIVE,4.62753996292357019135e+49,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.94009362074336840268e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.12084328061808287077e-05,16777216
RANDOM_VALUE,TRUE_POSITIVE,4.59579036956882097600e+261,1024
RANDOM_VALUE,TRUE_POSITIVE,1.30147178401169951644e-05,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.58761223246203464847e+158,16777216
RANDOM_VALUE,TRUE_POSITIVE,3.02539536213456186050e-07,5302425
RANDOM_VALUE,TRUE_POSITIVE,4.64044329366581860731e-06,2097152
RANDOM_VALUE,TRUE_POSITIVE,1.00157371909975756452e+00,16
RANDOM_VALUE,TRUE_POSITIVE,2.61544505557164005081e-05,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.66656373400223850424e-06,7131449
RANDOM_VALUE,TRUE_POSITIVE,1.01002232700846509981e-05,4194304
RANDOM_VALUE,TRUE_POSITIVE,4.94209727371909360723e+290,128
RANDOM_VALUE,TRUE_POSITIVE,1.74450039178025903666e-07,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.01240288262154487893e+06,4
RANDOM_VALUE,TRUE_POSITIVE,5.43265917294233346979e-03,2
RANDOM_VALUE,TRUE_POSITIVE,7.67259840851638437500e+13,2097152
RANDOM_VALUE,TRUE_POSITIVE,9.58880957805191454764e+155,16777216
RANDOM_VALUE,TRUE_POSITIVE,1.64226186104438130579e-04,32768
RANDOM_VALUE,TRUE_POSITIVE,1.05103225783920796454e+271,16777216
RANDOM_VALUE,TRUE_POSITIVE,4.08769667376633183393e-06,16777216
RANDOM_VALUE,TRUE_POSITIVE,6.40576868169234327670e-07,7104435
RANDOM_VALUE,TRUE_POSITIVE,5.79250789897210125725e-07,16777216
RANDOM_VALUE,TRUE_POSITIVE,2.85456882674039915083e+248,16777216
RANDOM_VALUE,TRUE_POSITIVE,8.89979991973268504834e+97,16777216
RANDOM_VALUE,TRUE_POSITIVE,3.10816729460538902514e-04,32768
RANDOM_VALUE,FALSE_NEGATIVE,1.80123396748129924183e-10,4096
RANDOM_VALUE,FALSE_NEGATIVE,1.69271020811212480339e-12,128
RANDOM_VALUE,FALSE_NEGATIVE,1.54479283908244068429e-12,7245062
RANDOM_VALUE,FALSE_NEGATIVE,9.17884033580923705927e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.32472890831177042168e-12,1048576
RANDOM_VALUE,FALSE_NEGATIVE,2.98613281395541573292e-12,11530947
RANDOM_VALUE,FALSE_NEGATIVE,1.21291491260444583844e-09,256
RANDOM_VALUE,FALSE_NEGATIVE,6.63425131252192703065e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,6.76484478081152557083e-10,2048
RANDOM_VALUE,FALSE_NEGATIVE,2.47221548601138696992e-13,16777179
RANDOM_VALUE,FALSE_NEGATIVE,5.41715324576754064322e-14,4695875
RANDOM_VALUE,FALSE_NEGATIVE,8.05012685398154315246e-14,8447651
RANDOM_VALUE,FALSE_NEGATIVE,2.31279404730391243044e-12,5504291
RANDOM_VALUE,FALSE_NEGATIVE,1.28860011203157931448e-10,64
RANDOM_VALUE,FALSE_NEGATIVE,5.89181574099231382820e-14,5008180
RANDOM_VALUE,FALSE_NEGATIVE,2.59693401186468733951e-13,5770367
RANDOM_VALUE,FALSE_NEGATIVE,2.40546676891564836787e-09,256
RANDOM_VALUE,FALSE_NEGATIVE,1.92169324461989281662e-14,16777216
RANDOM_VALUE,FALSE_NEGATIVE,7.71516474158890262710e-14,7973913
RANDOM_VALUE,FALSE_NEGATIVE,3.93082905734847059344e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.98498007444917473760e-13,7342820
RANDOM_VALUE,FALSE_NEGATIVE,2.45659733196955040735e-11,8192
RANDOM_VALUE,FALSE_NEGATIVE,6.43398458211395464143e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,4.76208921595799008683e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,7.60916242746952465710e-15,16068341
RANDOM_VALUE,FALSE_NEGATIVE,1.30961135192898341622e-14,6562280
RANDOM_VALUE,FALSE_NEGATIVE,3.05387777566057394552e-10,2048
RANDOM_VALUE,FALSE_NEGATIVE,3.56660021395144299916e-10,512
RANDOM_VALUE,FALSE_NEGATIVE,4.75155480951933371044e-14,8262033
RANDOM_VALUE,FALSE_NEGATIVE,3.75667957700291994381e-14,16624954
RANDOM_VALUE,FALSE_NEGATIVE,3.84161520038909121838e-11,32768
RANDOM_VALUE,FALSE_NEGATIVE,1.71209136326941833093e-12,6579605
RANDOM_VALUE,FALSE_NEGATIVE,3.62211038513169953507e-12,131072
RANDOM_VALUE,FALSE_NEGATIVE,6.85079993629393937948e-13,32768
RANDOM_VALUE,FALSE_NEGATIVE,2.69345495979721919160e-13,8016905
RANDOM_VALUE,FALSE_NEGATIVE,2.85927601040292245216e-11,256
RANDOM_VALUE,FALSE_NEGATIVE,1.88283696135223454096e-13,5041603
RANDOM_VALUE,FALSE_NEGATIVE,3.98480432284557155916e-14,2097152
RANDOM_VALUE,FALSE_NEGATIVE,3.99441776960254854383e-14,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.68679035945763042617e-13,524288
RANDOM_VALUE,FALSE_NEGATIVE,3.37381788863572498804e-14,7688034
RANDOM_VALUE,FALSE_NEGATIVE,8.25786536279333022097e-13,7157239
RANDOM_VALUE,FALSE_NEGATIVE,1.94171270728737965783e-09,8
RANDOM_VALUE,FALSE_NEGATIVE,2.06534643529734873252e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.42071231674570494161e-11,131072
RANDOM_VALUE,FALSE_NEGATIVE,2.26848985180206491608e-10,2048
RANDOM_VALUE,FALSE_NEGATIVE,1.60273289313551701947e-13,6490768
RANDOM_VALUE,FALSE_NEGATIVE,1.11340231442709426853e-11,262144
RANDOM_VALUE,FALSE_NEGATIVE,3.95848713351617012660e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.14020197363590147788e-12,1024
RANDOM_VALUE,FALSE_NEGATIVE,1.56114847635671105082e-13,11285192
RANDOM_VALUE,FALSE_NEGATIVE,3.43901000745278776680e-12,3538837
RANDOM_VALUE,FALSE_NEGATIVE,4.95761833377545155647e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.70555786616690198781e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.26143743480514831076e-15,8606929
RANDOM_VALUE,FALSE_NEGATIVE,1.03770197985981359391e-13,6856792
RANDOM_VALUE,FALSE_NEGATIVE,2.88167456910515262791e-10,128
RANDOM_VALUE,FALSE_NEGATIVE,3.42201465948488436908e-10,256
RANDOM_VALUE,FALSE_NEGATIVE,2.37816750220078795712e-13,16761247
RANDOM_VALUE,FALSE_NEGATIVE,1.35182451995370877344e-14,16711251
RANDOM_VALUE,FALSE_NEGATIVE,4.05832472864543496142e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.91778073478408852621e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,7.26145234465945303649e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.53559502895535271438e-12,8192
RANDOM_VALUE,FALSE_NEGATIVE,8.73129599862858975489e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.38958708938444736291e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.89699722069995842244e-12,65536
RANDOM_VALUE,FALSE_NEGATIVE,7.57091106590146965816e-11,16384
RANDOM_VALUE,FALSE_NEGATIVE,1.04536918944030394460e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.29190833878778747791e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.52579480820358174730e-13,6449690
RANDOM_VALUE,FALSE_NEGATIVE,2.45257334605574079569e-14,7678240
RANDOM_VALUE,FALSE_NEGATIVE,2.91529683008298254841e-12,262144
RANDOM_VALUE,FALSE_NEGATIVE,1.40152877151078492091e-10,64
RANDOM_VALUE,FALSE_NEGATIVE,1.54078327438539884370e-12,9612459
RANDOM_VALUE,FALSE_NEGATIVE,8.12292916691317050442e-15,11967105
RANDOM_VALUE,FALSE_NEGATIVE,9.06591120058444750680e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,9.94485153948954092584e-11,32
RANDOM_VALUE,FALSE_NEGATIVE,1.01364303530643419308e-12,7062573
RANDOM_VALUE,FALSE_NEGATIVE,1.93068485984926785816e-13,7356070
RANDOM_VALUE,FALSE_NEGATIVE,3.14409847115837415288e-10,64
RANDOM_VALUE,FALSE_NEGATIVE,1.06233900881949329242e-13,5229502
RANDOM_VALUE,FALSE_NEGATIVE,4.40481696368887873415e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,9.64411887422220996967e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.86599055879344177811e-07,4
RANDOM_VALUE,FALSE_NEGATIVE,2.22421452422158210657e-13,8352533
RANDOM_VALUE,FALSE_NEGATIVE,1.12970544648583609559e-12,16384
RANDOM_VALUE,FALSE_NEGATIVE,1.44245056050690619315e-12,9734021
RANDOM_VALUE,FALSE_NEGATIVE,2.02472327098801585521e-11,256
RANDOM_VALUE,FALSE_NEGATIVE,1.01925668597333109343e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.17097624979339239720e-13,262144
RANDOM_VALUE,FALSE_NEGATIVE,4.21847248705464025264e-14,6748884
RANDOM_VALUE,FALSE_NEGATIVE,1.22006562922957315814e-14,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.30210749768700040363e-09,64
RANDOM_VALUE,FALSE_NEGATIVE,1.37557653850797985967e-12,7470995
RANDOM_VALUE,FALSE_NEGATIVE,1.48337160052024377965e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.19590505631374284306e-15,8388608
RANDOM_VALUE,FALSE_NEGATIVE,4.34038595181546498061e-13,3379582
RANDOM_VALUE,FALSE_NEGATIVE,6.99771353304311537304e-15,9798115
RANDOM_VALUE,FALSE_NEGATIVE,1.13007465993920662106e-15,4051393
RANDOM_VALUE,FALSE_NEGATIVE,9.59637015976560173749e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,6.99611483312712517064e-14,9909170
RANDOM_VALUE,FALSE_NEGATIVE,4.98399012551546329611e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.11480511784615123771e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,4.38708819118830684718e-14,14825206
RANDOM_VALUE,FALSE_NEGATIVE,3.45252291179495331142e-13,131072
RANDOM_VALUE,FALSE_NEGATIVE,6.80749814271930363556e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.79918942289749812987e-12,5475196
RANDOM_VALUE,FALSE_NEGATIVE,8.27622673697995492225e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.67884205855906677421e-15,7298479
RANDOM_VALUE,FALSE_NEGATIVE,6.29866635763253220325e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.26755995724359846996e-14,6249966
RANDOM_VALUE,FALSE_NEGATIVE,1.26947616430827438949e-14,7442942
RANDOM_VALUE,FALSE_NEGATIVE,2.66705247624748635435e-12,7480277
RANDOM_VALUE,FALSE_NEGATIVE,4.29003198609262325708e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,7.54669479035088852648e-11,2048
RANDOM_VALUE,FALSE_NEGATIVE,1.31441104793885175711e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.53760665546052812210e-14,7811212
RANDOM_VALUE,FALSE_NEGATIVE,1.55550536374086735084e-14,12266291
RANDOM_VALUE,FALSE_NEGATIVE,2.44716121195384016797e-14,7432084
RANDOM_VALUE,FALSE_NEGATIVE,5.64340152511160883568e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,4.07176834967963975761e-14,16743450
RANDOM_VALUE,FALSE_NEGATIVE,1.43675217507074792927e-12,3806877
RANDOM_VALUE,FALSE_NEGATIVE,1.48225407010411673431e-14,6497639
RANDOM_VALUE,FALSE_NEGATIVE,8.71570544521811818069e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.16152092251935361292e-12,7072542
RANDOM_VALUE,FALSE_NEGATIVE,4.03563757932212663349e-11,512
RANDOM_VALUE,FALSE_NEGATIVE,5.53242164284291800882e-14,7439371
RANDOM_VALUE,FALSE_NEGATIVE,3.03814383315165854952e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.71883322353930043548e-14,6564471
RANDOM_VALUE,FALSE_NEGATIVE,2.84162983810176683619e-07,1
RANDOM_VALUE,FALSE_NEGATIVE,4.96598862441769871636e-13,8584065
RANDOM_VALUE,FALSE_NEGATIVE,6.98304759312635796267e-13,5831073
RANDOM_VALUE,FALSE_NEGATIVE,3.97734720349736063565e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,6.48019127507531988996e-13,2048
RANDOM_VALUE,FALSE_NEGATIVE,1.19430598380380310167e-12,12028210
RANDOM_VALUE,FALSE_NEGATIVE,2.87046748789890234677e-12,7507224
RANDOM_VALUE,FALSE_NEGATIVE,6.79086454602897063987e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,4.64623779393720327122e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.80052314835421611861e-07,4
RANDOM_VALUE,FALSE_NEGATIVE,1.74233737441841701793e-14,15010982
RANDOM_VALUE,FALSE_NEGATIVE,2.91911045169416598604e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.03969734558518158221e-10,32768
RANDOM_VALUE,FALSE_NEGATIVE,1.02150011251745482729e-11,131072
RANDOM_VALUE,FALSE_NEGATIVE,1.36922470515049183508e-14,8049789
RANDOM_VALUE,FALSE_NEGATIVE,4.09791686888089384065e-13,6120310
RANDOM_VALUE,FALSE_NEGATIVE,1.34389256722933225774e-07,1
RANDOM_VALUE,FALSE_NEGATIVE,1.29590710417160341913e-13,6932717
RANDOM_VALUE,FALSE_NEGATIVE,9.77891802256269926374e-10,16
RANDOM_VALUE,FALSE_NEGATIVE,1.79862797751320982464e-10,8192
RANDOM_VALUE,FALSE_NEGATIVE,3.61932035015076480899e-10,2048
RANDOM_VALUE,FALSE_NEGATIVE,8.27331673120348682487e-11,32768
RANDOM_VALUE,FALSE_NEGATIVE,6.46239149639067757041e-14,8092812
RANDOM_VALUE,FALSE_NEGATIVE,1.35892628029663665080e-13,5956964
RANDOM_VALUE,FALSE_NEGATIVE,5.65147533854303295081e-13,2097152
RANDOM_VALUE,FALSE_NEGATIVE,1.46102338410820936579e-13,6399534
RANDOM_VALUE,FALSE_NEGATIVE,1.74549402438394646309e-11,4096
RANDOM_VALUE,FALSE_NEGATIVE,2.97915560088548663192e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.18809112410809637436e-13,6383858
RANDOM_VALUE,FALSE_NEGATIVE,1.08968130200538804164e-10,2048
RANDOM_VALUE,FALSE_NEGATIVE,6.05569919337291496999e-12,8388608
RANDOM_VALUE,FALSE_NEGATIVE,2.78543612883826554368e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.40136725011416902239e-12,524288
RANDOM_VALUE,FALSE_NEGATIVE,5.63443129025716644543e-13,6373910
RANDOM_VALUE,FALSE_NEGATIVE,9.12170025148047309801e-14,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.59771938734731833165e-10,32
RANDOM_VALUE,FALSE_NEGATIVE,1.13095396631449821674e-14,7031702
RANDOM_VALUE,FALSE_NEGATIVE,1.82662289898310483110e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.33402677095534763496e-10,4096
RANDOM_VALUE,FALSE_NEGATIVE,9.76914246249181979849e-14,8388608
RANDOM_VALUE,FALSE_NEGATIVE,6.13284957050832225619e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,7.24405830415164086132e-13,4314690
RANDOM_VALUE,FALSE_NEGATIVE,1.41428117631321887402e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.35553256119802512103e-10,16
RANDOM_VALUE,FALSE_NEGATIVE,1.35014240064150957682e-11,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.90534041380574592495e-07,1
RANDOM_VALUE,FALSE_NEGATIVE,1.57103006452904542359e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.60647817708568845006e-12,9129456
RANDOM_VALUE,FALSE_NEGATIVE,2.15661594942781259174e-12,1048576
RANDOM_VALUE,FALSE_NEGATIVE,2.26681687596545391064e-12,6340702
RANDOM_VALUE,FALSE_NEGATIVE,6.24943314461457131303e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,4.52478737967892315157e-12,4714031
RANDOM_VALUE,FALSE_NEGATIVE,1.65014677900081448015e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.12314636179926959097e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,8.68040803680969474954e-08,1
RANDOM_VALUE,FALSE_NEGATIVE,1.58104613681697116418e-14,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.82273108907743188419e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.29357234088757375167e-13,7644214
RANDOM_VALUE,FALSE_NEGATIVE,1.59003310386295952555e-12,6826541
RANDOM_VALUE,FALSE_NEGATIVE,1.14593511242599976896e-09,128
RANDOM_VALUE,FALSE_NEGATIVE,6.41307693475470045881e-14,16777216
RANDOM_VALUE,FALSE_NEGATIVE,5.49438750079585250786e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,8.53253228146635912463e-13,1048576
RANDOM_VALUE,FALSE_NEGATIVE,3.04224414170622324506e-12,2097152
RANDOM_VALUE,FALSE_NEGATIVE,2.50166113748750698327e-12,9380538
RANDOM_VALUE,FALSE_NEGATIVE,9.01728436535088506736e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.18496075362011883314e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,2.89393843363203643285e-15,7470432
RANDOM_VALUE,FALSE_NEGATIVE,1.03727987310620051176e-09,2
RANDOM_VALUE,FALSE_NEGATIVE,2.83517749734736749751e-13,7299131
RANDOM_VALUE,FALSE_NEGATIVE,1.57292218569548027742e-13,7036071
RANDOM_VALUE,FALSE_NEGATIVE,1.85225523987386184741e-15,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.36525045073226192118e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.62608812006765387874e-11,131072
RANDOM_VALUE,FALSE_NEGATIVE,2.93655585201386711404e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,4.56657660673262250194e-13,5658192
RANDOM_VALUE,FALSE_NEGATIVE,5.64295636788585651400e-12,32768
RANDOM_VALUE,FALSE_NEGATIVE,3.60244796325137625259e-13,7577562
RANDOM_VALUE,FALSE_NEGATIVE,4.67275272508675724542e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.28857845407530645089e-12,8388608
RANDOM_VALUE,FALSE_NEGATIVE,2.94299080055560629323e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,3.58825989754674168353e-11,32
RANDOM_VALUE,FALSE_NEGATIVE,4.86481521479453375744e-11,524288
RANDOM_VALUE,FALSE_NEGATIVE,1.16877656396077012414e-14,4553713
RANDOM_VALUE,FALSE_NEGATIVE,1.90242068433043925654e-12,131072
RANDOM_VALUE,FALSE_NEGATIVE,3.22253276885395019326e-15,6235989
RANDOM_VALUE,FALSE_NEGATIVE,3.31960705427507513253e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,9.23666001717089580714e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.32013937736820212952e-10,131072
RANDOM_VALUE,FALSE_NEGATIVE,4.55857573911089275498e-13,256
RANDOM_VALUE,FALSE_NEGATIVE,2.50385453175688851390e-13,8388608
RANDOM_VALUE,FALSE_NEGATIVE,4.86560902679400442139e-10,2
RANDOM_VALUE,FALSE_NEGATIVE,5.35307173695919399344e-14,16709016
RANDOM_VALUE,FALSE_NEGATIVE,1.36005340082497774886e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.79208346952720116909e-12,524288
RANDOM_VALUE,FALSE_NEGATIVE,1.67732177107740642104e-13,6577488
RANDOM_VALUE,FALSE_NEGATIVE,4.35406227131812650910e-10,2048
RANDOM_VALUE,FALSE_NEGATIVE,9.75115218605770994742e-11,256
RANDOM_VALUE,FALSE_NEGATIVE,1.25316143155213468798e-12,16757664
RANDOM_VALUE,FALSE_NEGATIVE,8.73405422184352856624e-11,32768
RANDOM_VALUE,FALSE_NEGATIVE,9.96772641074145554540e-14,4194304
RANDOM_VALUE,FALSE_NEGATIVE,5.06109968959915188533e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,9.95408662853773325735e-12,16777216
RANDOM_VALUE,FALSE_NEGATIVE,5.62394151707943749919e-13,16777216
RANDOM_VALUE,FALSE_NEGATIVE,1.19231592267876599007e-12,2097152
